name,address1,address2,address3,borough_name,website,os_addressbase_uprn,borough_code,ward_2018_name,ward_2018_code,ward,latitude,longitude,contact_name,additional_contact_name,easting,northing,runtime
Mycenae House,Mycenae House,90 Mycenae Road,London,Greenwich,,100023269082,E09000011,Blackheath Westcombe,E05000215,E05000215,51.47912572421631,0.01758782990050599,,,540090.3500976935,177558.3500976935,11/20/2022
Shrewsbury House,Shrewsbury House,Bushmoor Crescent,London,Greenwich,,100023243765,E09000011,Shooters Hill,E05000227,E05000227,51.4730093080993,0.07459831123376008,,,544067.7401122972,176988.92010499537,11/20/2022
North Kensington Resource Centre,Whitchurch Road, Lancaster West Estate, London,Kensington and Chelsea,https://www.rbkc.gov.uk/housing-management/housing-venues-hire,217113750,E09000020,Notting Dale,E05009399,E05009399,51.512390906240526,-0.21544323174055155,Sharon Baah,,523821.0001221001,180837.00012210011,11/20/2022
Portobello Court Community Centre,Portobello Court Estate, Portobello Road, London,Kensington and Chelsea,https://www.rbkc.gov.uk/housing-management/housing-venues-hire,217105300,E09000020,Colville,E05009392,E05009392,51.51393557554383,-0.20117071154724114,Sharon Baah,,524807.0001221001,181033.00012210011,11/20/2022
Surbiton Library Hall,Ewell Rd, Surbiton,NA,Kingston upon Thames,https://www.kingston.gov.uk/info/200208/libraries/301/branch_surbiton_library/4,128006816,E09000021,Berrylands,E05000401,E05000401,51.392280943882874,-0.2963263168162036,,,518520.0001221001,167348.00012210011,11/20/2022
New Malden Library Hall,Kingston Rd, New Malden,NA,Kingston upon Thames,https://www.kingston.gov.uk/info/200208/libraries/299/branch_new_malden_library/4,128010803,E09000021,Beverley,E05000402,E05000402,51.39877770255543,-0.2592351938962843,,,521083.0001221001,168131.00012210011,11/20/2022
Gladstone Youth and Community Centre,162 Anson Road, Cricklewood, London,Brent,,202135024,E09000005,Mapesbury,E05000095,E05000095,51.554799681631934,-0.22761899567719618,Pauline El-Amriti,,522862.0001221001,185532.00012210011,11/20/2022
Finsbury Unity Room,Ground Floor,Michael Cliffe House,Finsbury Estate,Islington,,10090549066,E09000019,Clerkenwell,E05000370,E05000370,51.52588992699608,-0.10422993285014712,,,531498.0001221001,182532.00012210011,11/20/2022
Donnington Court Community Room,Community Room,Donnington Court,Donnington Road,Brent,,202146927,E09000005,Willesden Green,E05000105,E05000105,51.541816275206955,-0.2313975207525483,,,522635.0001221001,184082.00012210011,11/20/2022
Cheviot Gardens,36 Cheviot Rd, ,West Norwood,Lambeth,https://www.nhhg.org.uk/communities/spaces-for-hire/cheviot-gardens/,10091120509,E09000022,Knight's Hill,E05000424,E05000424,51.427889848478934,-0.10407720772923575,,,531790.7901000977,171635.68011479825,11/20/2022
Conrad Court,Conrad Court,1-78 Cary Avenue,London,Lewisham,https://www.nhhg.org.uk/communities/spaces-for-hire/conrad-court/,10090786135,E09000023,Evelyn,E05000443,E05000443,51.49100771352152,-0.03563095015883364,,,536360.0001221001,178779.00012210011,11/20/2022
Covent Garden Community Centre,Seven Dials Club,42 Earlham Street,London,Camden,https://www.sevendialsclub.com/,5155575,E09000007,Holborn and Covent Garden,E05000138,E05000138,51.513223634900775,-0.12415701832129598,Helen Phillipo,,530152.0001221001,181088.00012210011,11/20/2022
Friend in Need Community Centre,East Barnet Baptist Church,Crescent Road,Barnet,Barnet,,200028180,E09000003,East Barnet,E05000048,E05000048,51.64290388289583,-0.16341014600333717,,,527066.4600829929,195438.3500976935,11/20/2022
Southwark Pensioners Centre,Southwark Pensioners Centre,305-307 Camberwell Road,London,Southwark,southwarkpensioners.org.uk,200003453259,E09000028,Camberwell Green,E05000535,E05011096,51.47555953359975,-0.09190130818568902,,,532499.0001221001,176958.00012210011,11/20/2022
Westbourne Park Family Centre,Westbourne Park Family Centre,91-99 Westbourne Park Road,London,Westminster,http://www.westbourneparkfamilycentre.org.uk/home,200001096314,E09000033,Bayswater,E05000631,E05000631,51.518505963181134,-0.19425862253968915,,,525274.0001221001,181553.00012210011,11/20/2022
Paddington Development Trust,Great Western Studios,65 Alfred Road,London,Westminster,http://www.pdt.org.uk/,10033624231,E09000033,Westbourne,E05000648,E05000648,51.520689711015606,-0.19473446063712327,,,525235.0001221001,181795.00012210011,11/20/2022
Open Age Westbourne Hub,Paddington Arts,32 Woodfield Road,London,Westminster,https://www.openage.org.uk/westbourne-hub,10033601823,E09000033,Westbourne,E05000648,E05000648,51.52255678034468,-0.19859636787226367,Alexandra,,524962.0001221001,181996.00012210011,11/20/2022
Jubilee Hall,Jubilee Hall Recreation Centre & Gym,30 Jubilee Market,The Piazza,Westminster,www.jubileehalltrust.org,10033595832,E09000033,St. James's,E05000644,E05000644,51.51155098382398,-0.12135748391742951,Phil Rumbelow,,530351.0001221001,180907.00012210011,11/20/2022
Marylebone Bangladesh Society,Marylebone Bangladesh Society,Community Centre,19 Samford Street,Westminster,http://www.mbs-uk.org/,10033585810,E09000033,Church Street,E05000634,E05000634,51.52415536621521,-0.16825712435125023,,,527062.0001221001,182226.00012210011,11/20/2022
Cardinal Hume Centre,The Surgery,Cardinal Hume Centre,3-7 Arneway Street,Westminster,https://www.cardinalhumecentre.org.uk/,10033529127,E09000033,St. James's,E05000644,E05000644,51.49461755029662,-0.13045373788749734,David  Blair,,529768.0001221001,179008.00012210011,11/20/2022
WECH Community Centre (Walterton & Elgin Community homes),Walterton & Elgin Community Homes Ltd,416 Harrow Road,London,Westminster,http://wech.co.uk/,100023513292,E09000033,Harrow Road,E05000635,E05000635,51.523186906151544,-0.19629363003759118,,,525120.0001221001,182070.00012210011,11/20/2022
Neighbourhood Centre (Harrow Road),421 Harrow Road,London,NA,Westminster,,100023434107,E09000033,Harrow Road,E05000635,E05000635,51.525174492758474,-0.20391402410411838,,,524586.0001221001,182278.00012210011,11/20/2022
Streatham Stables Community Centre,The White Lion,Streatham High Road,London,Lambeth,http://www.whitelionsw16.co.uk/?fbclid=IwAR25_e_kBt2rAwlueFStdNp8jn3_XIM2gWW995VB0cxY9FzKyOucnteahMc,100021896046,E09000022,St. Leonard's,E05000428,E05000428,51.43023154610383,-0.12816300923322652,,,530110.0001221001,171853.00012210011,11/20/2022
Broadley Gardens Community Space,IMPS Pre-School, Broadley Street,London,Westminster,https://www.cwh.org.uk/your-community/hall-hire/broadley-gardens-community-space,10033549218,E09000033,Church Street,E05000634,E05000634,51.521750863337715,-0.16747421929326234,,,527123.0001221001,181960.00012210011,11/20/2022
Tachbrook Social Club,Tachbrook social club,Peabody Estate, Aylesford Street,Westminster,,10033635402,E09000033,Tachbrook,E05000645,E05000645,51.48820917841841,-0.1324014258240323,,,529651.0001221001,178292.00012210011,11/20/2022
Dryburgh Community Hall,Dry Burgh House,Abbots Manor estate,Alderney Street,Westminster,https://www.cwh.org.uk/your-community/hall-hire/dryburgh-community-hall,10033528585,E09000033,Warwick,E05000647,E05000647,51.4901813481884,-0.14502741218364715,,,528769.0001221001,178489.00012210011,11/20/2022
Lydford Tenants and Residents Hall,74 Fernhead Road,London,NA,Westminster,https://www.cwh.org.uk/your-community/hall-hire/lydford-tenants-and-residents-hall,100023514067,E09000033,Harrow Road,E05000635,E05000635,51.52794873354427,-0.20008489183279535,,,524844.0001221001,182593.00012210011,11/20/2022
Queens Park Court Community Hall,Queens Park Court,Ilbert Street,London,Westminster,https://www.cwh.org.uk/your-community/hall-hire/queens-park-court-community-hall,100023434069,E09000033,Queen's Park,E05000642,E05000642,51.528704281635186,-0.2124406755155061,,,523985.0001221001,182656.00012210011,11/20/2022
The Sandbunker Community Centre,The Sandbunker Community Centre,The Sandlings,London,Haringey,https://haricare.haringey.gov.uk/adults/cat/vendor/3092,100021212549,E09000014,Noel Park,E05000275,E05000275,51.59308909333624,-0.10141843687114445,Margaret Clarke,,531499.0001221001,190009.00012210011,11/20/2022
Prospects Centre,Banstead Court,60 Westway,London,Hammersmith and Fulham,,34142348,E09000013,Wormholt and White City,E05000265,E05000265,51.51340510889861,-0.24270320560032851,,,521927.0001221001,180904.00012210011,11/20/2022
Nevern Place,Notting Hill Housing Association,Flat 1a,1 Nevern Place,Kensington and Chelsea,,217058060,E09000020,Earl's Court,E05009395,E05009395,51.492624455557234,-0.19320702967159792,,,525418.0001221001,178677.00012210011,11/20/2022
Dobson and Amigo Community Hall,Amigo House,Morley Street,London,Southwark,,200003499457,E09000028,Cathedrals,E05000536,E05011114,51.49827952331345,-0.10756621686516424,Colin Challenger,,531346.0001221001,179456.00012210011,11/20/2022
Clapham Park Community Resource Centre,Clapham Park Homes,1 Headlam Road,London,Lambeth,,200000522787,E09000022,Thornton,E05000433,E05000433,51.44929105628274,-0.12997435300430152,,,529930.0001221001,173969.00012210011,11/20/2022
Elgin Close Resource Centre,1-3 Elgin Close,London,NA,Hammersmith and Fulham,,34131373,E09000013,Askew,E05000251,E05000251,51.501009705646155,-0.23415958073761153,,,522553.0001221001,179540.00012210011,11/20/2022
Mulberry Court Community Centre,Mulberry Court Community Centre,17 Mulberry Court,Elgar Avenue,Brent,,202065743,E09000005,Stonebridge,E05000100,E05000100,51.54836799235317,-0.2587524148229575,,,520721.0001221001,184765.00012210011,11/20/2022
Penfold Community Hub,Penfold Community Hub,60 Penfold Street,London,Westminster,https://www.nhhg.org.uk/communities/spaces-for-hire/penfold-street/,100022789734,E09000033,Church Street,E05000634,E05000634,51.523219533068655,-0.1705293099263129,Denis Kane,,526907.0001221001,182118.00012210011,11/20/2022
Whytecliffe Community Space,Whytecliffe Community Space,Whytecliffe Road South,Purley,Croydon,https://www.3va.org.uk/sites/default/files/AmicusHorizon%20Free%20Community%20Space%20Poster.pdf,200001215573,E09000008,Purley,E05000159,E05011476,51.33852923359895,-0.11178469141096321,Rachel Pearson,,531511.0001221001,161686.00012210011,11/20/2022
Community Flat,Community Flat,14 Saxonfield Close,London,Lambeth,https://www.3va.org.uk/sites/default/files/AmicusHorizon%20Free%20Community%20Space%20Poster.pdf,200000488552,E09000022,Tulse Hill,E05000435,E05000435,51.44539481555163,-0.11525172411849541,Rachel Pearson,,530964.0001221001,173562.00012210011,11/20/2022
Lansdowne Green Family Centre,Lambeth Family Housing Centre,Benson Court,Hartington Road,Lambeth,https://www.3va.org.uk/sites/default/files/AmicusHorizon%20Free%20Community%20Space%20Poster.pdf,100023674971,E09000022,Stockwell,E05000429,E05000429,51.475685235338304,-0.12646098361786004,Rachel Pearson,,530099.0001221001,176910.00012210011,11/20/2022
Basil Jellicoe Hall,Basil Jellicoe Hall,Drummond Crescent,London,Camden,https://www.originhousing.org.uk/community/community-halls/basil-jellicoe-hall,5147865,E09000007,St. Pancras and Somers Town,E05000143,E05000143,51.52909291324703,-0.1300797092992885,,,529696.0001221001,182842.00012210011,11/20/2022
NEQ Community Room,NEQ Community Room,175 Drummond Street,London,Camden,https://www.originhousing.org.uk/community/community-halls/north-east-quadrant-(neq),5169014,E09000007,Regent's Park,E05000142,E05000142,51.52568826610153,-0.13767321516668898,,,529179.0001221001,182450.00012210011,11/20/2022
SocietyLinks,Whitechapel Threshold Centre,80 John Fisher Street,London,Tower Hamlets,http://www.societylinks.org.uk/page2.php,6137028,E09000030,Whitechapel,E05009336,E05009336,51.50996232941898,-0.06786453964948545,,,534067.0001221001,180827.00012210011,11/20/2022
Calcott Community Centre,Calcott Community Centre,Palmer Estate,30A Cathcart Hill,Islington,,5300017533,E09000019,Junction,E05000376,E05000376,51.559526665439265,-0.13627652906389406,,,529180.0001221001,186215.00012210011,11/20/2022
Vignola Hall,Fulham Estate Residents Association (FERA),Old Estate Office (opposite Block J),Peabody Estate,Hammersmith and Fulham,https://fulhamestatetra.org.uk/?page_id=126,34134720,E09000013,Fulham Broadway,E05000254,E05000254,51.48513050330183,-0.1983145336057152,,,525084.0001221001,177835.00012210011,11/20/2022
Tenant Hall,Tenant Hall,Peabody Estate,Fulham Palace Road,Hammersmith and Fulham,,34029839,E09000013,Hammersmith Broadway,E05000256,E05000256,51.489570873257065,-0.2223131456297828,,,523406.0001221001,178288.00012210011,11/20/2022
Darwin Court,Darwin Court Office,1 Crail Row,London,Southwark,,10093339233,E09000028,East Walworth,E05000540,E05011107,51.49131631356013,-0.08582632482052689,,,532875.0001221001,178721.00012210011,11/20/2022
Pimlico Thamesbank Centre,Thames Bank Centre,Turpentine Lane,London,Westminster,http://computerhousedial.com/thamesbank/index.html,10033615881,E09000033,Churchill,E05000633,E05000633,51.48600678084402,-0.14436135729460584,,,528827.0001221001,178026.00012210011,11/20/2022
Centrepoint Bruce House Foyer,Skills Development Centre,Bruce House,Kemble Street,Westminster,https://www.homeless.org.uk/homeless-england/service/centrepoint-bruce-house-foyer,10033536863,E09000033,St. James's,E05000644,E05000644,51.5134136177196,-0.1180521189637683,,,530575.0001221001,181120.00012210011,11/20/2022
Willow Tree Community House,12 Mandarin Way,Hayes,Middlesex,Hillingdon,,10003001848,E09000017,Yeading,E05000344,E05000344,51.52006591104515,-0.38706503161225303,,,511895.0001221001,181414.00012210011,11/20/2022
Victoria Park Community Centre,Peabody,5 Gore Road,London,Hackney,https://victoria-park-community-centre-peabody.business.site/,100023022724,E09000012,Victoria,E05009386,E05009386,51.53592794739181,-0.049993142101808254,,,535230.0001221001,183747.00012210011,11/20/2022
Hugh Cubitt Community Centre,Hugh Cubitt,48 Collier Street,London,Islington,https://barnsburyliving.wordpress.com/,10001295469,E09000019,Barnsbury,E05000366,E05000366,51.53211450813055,-0.11377681048244451,,,530818.0001221001,183207.00012210011,11/20/2022
Langthorne Court Community Hall,Langthorne Community Hall,Bromley Road,Bromley,Lewisham,https://www.lewisham.gov.uk/inmyarea/Pages/venue-detail.aspx?directoryid=3556,100023680030,E09000023,Whitefoot,E05000454,E05000454,51.42774357670236,-0.010449263982326035,,,538299.0001221001,171792.00012210011,11/20/2022
The Green Man,Phoenix Community Housing,The Green Man,355 Bromley Road,Lewisham,http://thegreenman.com/,100021938277,E09000023,Whitefoot,E05000454,E05000454,51.427039552843716,-0.009242574337577412,,,538385.0001221001,171716.00012210011,11/20/2022
Aberfeldy Community Centre,Aberfeldy Community Centre,Aberfeldy Street,London,Tower Hamlets,https://www.poplarharca.co.uk/community/community-centres/aberfeldy-centre,6210893,E09000030,Lansbury,E05009325,E05009325,51.513481088987064,-0.004625042515458282,,,538444.0001221001,181336.00012210011,11/20/2022
Poplar Union,Poplar Union,2 Cotall Street,Poplar,Tower Hamlets,https://poplarunion.com/,6194894,E09000030,Lansbury,E05009325,E05009325,51.515087250934535,-0.021391170325462658,,,537276.0001221001,181483.00012210011,11/20/2022
The Cabin Community Centre,The Brownfield Cabin,82 St. Leonards Road,London,Tower Hamlets,https://www.poplarharca.co.uk/community/community-centres/cabin,6084685,E09000030,Lansbury,E05009325,E05009325,51.51313831178105,-0.007739048354420401,,,538229.0001221001,181292.00012210011,11/20/2022
The Guildhall,Kingston UNISON,107 Guildhall 1,Kingston upon Thames,Kingston upon Thames,,128008649,E09000021,Grove,E05000408,E05000408,51.40784739658339,-0.3036713272548647,,,517969.0001221001,169067.00012210011,11/20/2022
Selby Street Community Centre,Selby Street Community Centre,Selby Street,London,Tower Hamlets,https://www.shgroup.org.uk/media/233109/selby-street.pdf,6017503,E09000030,Spitalfields & Banglatown,E05009333,E05009333,51.521234511154276,-0.06097204623054291,,,534512.0001221001,182093.00012210011,11/20/2022
Fieldgate Mansion Community Centre,Fieldgate Mansion Community Centre,15 Romford Street,London,Tower Hamlets,https://www.shgroup.org.uk/media/233103/fieldgate-mansions.pdf,6012454,E09000030,Whitechapel,E05009336,E05009336,51.51611649874028,-0.06147774561994901,,,534492.0001221001,181523.00012210011,11/20/2022
Lisgar Terrace Community Centre,Community Hall,Samuel Lewis Trust Dwellings,Lisgar Terrace,Hammersmith and Fulham,https://www.shgroup.org.uk/media/233106/lisgar-terrace.pdf,34162985,E09000013,Avonmore and Brook Green,E05000252,E05000252,51.493631551577266,-0.20725778248935264,,,524440.0001221001,178765.00012210011,11/20/2022
Dawson Heights Community Centre,Community Flat,Ladlands,Overhill Road,Southwark,https://www.shgroup.org.uk/media/233102/dawson-heights.pdf,200003499670,E09000028,College,E05000538,E05011099,51.44690541222131,-0.06609491483168166,,,534375.0001221001,173819.00012210011,11/20/2022
Liverpool Road Community Centre,Liverpool Road Community Centre,Samuel Lewis Trust Dwellings,Liverpool Road,Islington,https://www.shgroup.org.uk/media/233108/liverpool-road.pdf,10010440334,E09000019,St. Mary's,E05000379,E05000379,51.54316214604281,-0.10506976735290209,,,531390.0001221001,184451.00012210011,11/20/2022
